ApplicationDate,Age,AnnualIncome,CreditScore,EducationLevel,Experience,LoanAmount,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,MonthlyIncome,NetWorth,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
16-02-2035,18,67320,450,Bachelor,0,7761,Own,382,0.689395228,0.040815801,Other,2084,3257,23578,5610,11007,0.28718174,207.1248918,0.10501335,1,41.6
17-02-2035,56,109651,614,Master,35,15091,Other,397,0.147970154,0.346682056,Auto,2711,2116,24839,9137.583333,10720,0.255298151,357.9020927,0.082615071,1,39.2
18-02-2035,23,121154,553,Master,1,18967,Rent,510,0.321141787,0.167599992,Debt Consolidation,1122,3110,56983,10096.16667,34274,0.217326019,981.470184,0.147726383,1,40.8
19-02-2035,27,45187,589,Associate,6,15064,Mortgage,595,0.251336658,0.191065255,Debt Consolidation,307,707,18887,3765.583333,9198,0.2044512,319.8330799,0.242945913,0,51
20-02-2035,36,23633,468,Associate,17,16065,Other,433,0.347853744,0.147371073,Home,7959,2168,221451,1969.416667,214726,0.317504297,537.1616702,0.49261372,0,48
21-02-2035,56,123244,605,Doctorate,33,18364,Rent,332,0.414042265,0.050155868,Home,9765,6007,557346,10270.33333,503095,0.222307823,509.6062729,0.081945371,1,40.8
22-02-2035,49,48611,581,Bachelor,26,17590,Mortgage,356,0.107897036,0.179679737,Home,4915,2120,10979,4050.916667,5108,0.198693315,534.0462318,0.219714772,0,64
23-02-2035,38,26147,624,Master,17,22259,Rent,589,0.575563451,0.337174506,Other,2994,940,322458,2178.916667,306246,0.195187399,671.6550753,0.57856966,0,48
24-02-2035,43,66105,607,High School,18,7544,Rent,761,0.357826954,0.325458699,Home,1548,652,25727,5508.75,2456,0.19626062,278.926773,0.188777268,0,65
25-02-2035,32,103154,601,Associate,10,19523,Rent,808,0.217815189,0.419188396,Education,1733,1862,31612,8596.166667,14735,0.229308611,625.0015752,0.166702395,1,44
26-02-2035,41,59882,561,Associate,20,13500,Other,521,0.133546015,0.114859253,Debt Consolidation,4979,731,90447,4990.166667,57095,0.269094125,411.4963015,0.186866765,0,53
27-02-2035,40,125088,586,Associate,16,33749,Own,574,0.461363038,0.072525978,Home,2869,535,19885,10424,1839,0.1805992,1221.121892,0.172210465,1,39.2
28-02-2035,51,54149,626,Master,32,30438,Own,597,0.04715989,0.145558274,Other,1562,269,103704,4512.416667,38539,0.214640656,831.4158487,0.316552294,0,46
01-03-2035,51,39600,575,Bachelor,27,57457,Mortgage,787,0.338372534,0.210728463,Education,12767,2191,28098,3300,5131,0.250092769,2284.762235,0.930837041,0,55
02-03-2035,45,107917,599,Doctorate,23,28655,Own,514,0.017585014,0.109098997,Auto,885,1776,26455,8993.083333,3918,0.212822332,1083.735881,0.177662746,1,38.4
03-03-2035,35,36231,613,Associate,11,31908,Own,256,0.543686033,0.450292316,Debt Consolidation,3334,1921,157366,3019.25,5267,0.247917193,932.6498296,0.39369043,0,56
04-03-2035,48,82356,585,High School,23,52418,Mortgage,330,0.052450893,0.138645924,Home,1057,282,59687,6863,32426,0.257114478,2103.904808,0.354641528,0,48
05-03-2035,38,37124,557,High School,14,32892,Mortgage,365,0.530841205,0.118225892,Other,1894,200,23636,3093.666667,13863,0.286951105,1037.956659,0.453493156,0,56
06-03-2035,27,90940,560,High School,6,18906,Rent,409,0.237232267,0.287585046,Debt Consolidation,1836,925,154869,7578.333333,147285,0.222855805,525.2375772,0.123277446,0,53
07-03-2035,35,74027,584,Bachelor,15,13657,Mortgage,305,0.618234779,0.07355989,Other,3538,3477,225288,6168.916667,166513,0.229758681,328.2065774,0.102644696,1,40.8
08-03-2035,41,34291,601,High School,21,40485,Rent,391,0.29768848,0.366094372,Home,15142,225,37204,2857.583333,28469,0.219988,899.4273586,0.451579957,0,52
09-03-2035,50,15000,564,Associate,25,24063,Mortgage,336,0.141831953,0.105254981,Auto,1910,1244,58428,1250,42683,0.195142399,2223.473661,2.047578929,0,51
10-03-2035,37,83537,583,Bachelor,15,10452,Mortgage,237,0.344496571,0.051795098,Other,4344,1410,20055,6961.416667,5235,0.223355808,331.2086708,0.081622563,1,39.2
11-03-2035,25,58431,560,High School,4,29565,Mortgage,696,0.510261397,0.07144854,Other,1086,442,57411,4869.25,40311,0.273560619,738.7352523,0.294652206,0,52
12-03-2035,40,21746,561,High School,18,40279,Own,833,0.233138954,0.288848291,Debt Consolidation,7507,2895,116382,1812.166667,79863,0.213769127,1525.320039,1.301381425,0,59
13-03-2035,41,79423,515,Bachelor,16,10989,Mortgage,610,0.061317469,0.296218772,Debt Consolidation,693,2632,198223,6618.583333,137142,0.274184451,338.3064722,0.143279373,0,60
14-03-2035,42,116142,505,Bachelor,18,44266,Own,144,0.157876688,0.379078226,Home,3346,1127,80463,9678.5,24706,0.300503685,1333.143359,0.152621104,1,41.6
15-03-2035,51,37922,525,Master,28,15350,Mortgage,466,0.310598412,0.577243982,Education,2854,1339,39666,3160.166667,7384,0.246214605,447.1426544,0.288953954,0,59
16-03-2035,52,18181,653,Bachelor,28,13796,Mortgage,573,0.042176765,0.172368526,Debt Consolidation,3163,622,135804,1515.083333,128326,0.208384395,426.0047976,0.659372838,0,42
17-03-2035,32,92631,589,Master,9,8933,Rent,699,0.425139041,0.290555355,Home,6536,3675,22236,7719.25,5138,0.194942007,825.3431207,0.197472957,1,44
18-03-2035,32,67636,566,High School,9,19218,Other,698,0.358672304,0.285149031,Other,940,2685,51438,5636.333333,40094,0.220331995,483.2527058,0.20957822,0,52
19-03-2035,27,27042,499,Associate,4,11029,Other,977,0.399135354,0.100933627,Debt Consolidation,1321,1890,179625,2253.5,159951,0.352523971,338.8574209,0.583917205,0,51
20-03-2035,48,98182,547,Master,26,50083,Mortgage,305,0.404975582,0.203947342,Auto,1640,864,34377,8181.833333,6926,0.266804227,1401.192931,0.208534305,0,61
21-03-2035,57,76300,667,Master,33,60144,Mortgage,455,0.193247553,0.131248063,Education,21516,799,28416,6358.333333,22836,0.20363516,1841.872567,0.36123815,0,43
22-03-2035,36,53705,482,Bachelor,13,21512,Mortgage,782,0.327234408,0.034936289,Debt Consolidation,10942,910,157803,4475.416667,14803,0.2204096,678.2371987,0.326279609,0,64
23-03-2035,37,74108,588,Bachelor,16,15758,Own,870,0.392661053,0.325233487,Auto,154,1290,40494,6175.666667,33331,0.221103288,602.7049443,0.238468982,1,43.2
24-03-2035,57,35821,568,High School,33,24182,Other,270,0.327154617,0.095193239,Auto,3372,235,112879,2985.083333,82218,0.253700789,715.0298964,0.329984053,0,50
25-03-2035,46,25166,609,High School,23,37966,Other,352,0.042254889,0.18849941,Other,1190,1214,41296,2097.166667,33244,0.1907728,986.4740761,0.638229711,0,48
26-03-2035,45,68762,647,High School,21,34957,Mortgage,219,0.201499802,0.646047828,Debt Consolidation,13641,2383,62882,5730.166667,42020,0.209299818,1315.750958,0.267837054,0,61
27-03-2035,25,43303,536,High School,3,27643,Other,214,0.202019123,0.131240799,Debt Consolidation,4991,4386,12957,3608.583333,5760,0.239629242,900.6460398,0.308887432,0,51
28-03-2035,48,15000,585,Bachelor,24,30098,Rent,238,0.410320429,0.39890285,Debt Consolidation,4605,480,77884,1250,72150,0.206441547,926.2544699,0.931403576,0,55
29-03-2035,28,22435,530,High School,6,33387,Mortgage,318,0.144252249,0.225090939,Auto,4421,1862,95171,1869.583333,88361,0.313784526,985.7760046,0.697361803,0,51
30-03-2035,26,26594,580,Associate,2,19720,Own,448,0.109951803,0.362293102,Debt Consolidation,8079,627,37395,2216.166667,14750,0.224778246,550.0158827,0.450334308,0,55
31-03-2035,35,69489,562,Doctorate,13,55862,Mortgage,575,0.033095588,0.347581769,Auto,4684,417,14847,5790.75,7373,0.268363872,1700.305961,0.392920772,0,53
01-04-2035,32,18397,484,Associate,10,14272,Rent,235,0.079066067,0.579625682,Other,26237,959,128769,1533.083333,96987,0.294721497,457.1310799,0.451463443,0,57
02-04-2035,37,38439,614,High School,13,23888,Mortgage,441,0.187650879,0.125833026,Auto,4340,1200,97609,3203.25,68754,0.27795125,685.0438208,0.35153167,0,45
03-04-2035,22,135398,570,Bachelor,0,20729,Mortgage,315,0.251505884,0.128217253,Home,2182,1204,47852,11283.16667,2471,0.243779095,516.4683768,0.073691048,1,38.4
04-04-2035,51,67610,612,Master,24,30375,Own,391,0.257090359,0.369262209,Debt Consolidation,1165,631,134133,5634.166667,100643,0.224828198,964.9767403,0.240670328,1,37.6
05-04-2035,53,46269,573,High School,29,13607,Own,659,0.218166769,0.465100484,Debt Consolidation,4616,99,117527,3855.75,78781,0.23112095,527.5184902,0.307727029,0,58
06-04-2035,18,44389,518,Master,0,37313,Rent,294,0.397264873,0.05322087,Other,4016,1688,49431,3699.083333,42618,0.311588726,1368.757468,0.449505274,0,51
07-04-2035,51,82369,613,High School,27,11928,Mortgage,552,0.262584336,0.277895075,Debt Consolidation,758,3762,59701,6864.083333,54669,0.197923624,314.6425512,0.12625758,1,41.6
08-04-2035,30,47586,555,Bachelor,8,13612,Other,484,0.173871663,0.194419304,Other,1093,5103,30454,3965.5,27756,0.282295157,394.0967232,0.221434049,0,50
09-04-2035,50,36654,492,High School,26,28412,Mortgage,329,0.233059533,0.150293481,Home,14639,607,77882,3054.5,33582,0.256015674,951.6181925,0.419256242,0,54
10-04-2035,39,48643,586,Associate,15,14948,Rent,1011,0.456715916,0.394224814,Home,1160,851,39379,4053.583333,14435,0.206404732,560.411356,0.387659813,0,56
11-04-2035,40,89185,617,Bachelor,15,32050,Own,699,0.097418366,0.048358975,Auto,730,255,92531,7432.083333,77810,0.269149015,977.0277601,0.225512509,0,43
12-04-2035,37,68208,545,Bachelor,15,19440,Rent,276,0.274926033,0.38117262,Home,4505,1000,75469,5684,70600,0.187683655,710.318394,0.173525404,1,42.4
13-04-2035,54,60662,519,Bachelor,34,8595,Rent,356,0.135781737,0.134827171,Other,891,1836,28252,5055.166667,8005,0.259526264,257.0973342,0.12128133,0,53
14-04-2035,25,110966,580,Master,4,44763,Rent,938,0.086994697,0.451679417,Home,18385,1287,30057,9247.166667,15560,0.252172774,1489.64229,0.262528229,0,54
15-04-2035,47,32887,550,High School,25,10029,Mortgage,899,0.444138634,0.211698869,Other,5413,5533,49925,2740.583333,1075,0.261050092,300.8967549,0.437825313,0,54
16-04-2035,53,15000,550,Bachelor,27,32726,Rent,451,0.525845061,0.173859757,Other,1141,678,85946,1250,23791,0.3152712,1089.698976,1.232559181,0,54
17-04-2035,48,59317,577,High School,21,26748,Rent,236,0.217906042,0.563505308,Debt Consolidation,1353,964,34286,4943.083333,8532,0.252427383,788.9002305,0.20734027,0,61
18-04-2035,67,69778,604,Associate,44,41196,Mortgage,315,0.350335991,0.048432534,Debt Consolidation,4692,1396,54667,5814.833333,44259,0.214991672,1126.088941,0.247829793,0,49
19-04-2035,33,36529,625,Bachelor,10,19861,Mortgage,731,0.264857671,0.35308558,Debt Consolidation,1899,5042,40256,3044.083333,8057,0.223986128,553.0499374,0.421818261,0,52
20-04-2035,51,39021,605,High School,29,13298,Rent,212,0.362338913,0.35243336,Home,419,910,78878,3251.75,71926,0.2109576,1238.838205,0.446171509,0,62
21-04-2035,38,105808,419,High School,14,10638,Mortgage,504,0.068836958,0.091740915,Home,636,2149,70386,8817.333333,40016,0.256606493,316.373035,0.093040946,1,40.8
22-04-2035,54,71687,517,Master,27,13454,Mortgage,310,0.079399496,0.144264718,Home,5182,670,73134,5973.916667,44097,0.280770663,367.4493952,0.113401213,0,49
23-04-2035,39,101859,581,High School,13,23207,Rent,319,0.148538761,0.185151574,Auto,1384,1486,19284,8488.25,3363,0.190879969,603.1265954,0.108635655,1,43.2
24-04-2035,35,54715,572,Associate,10,13171,Other,615,0.028994564,0.202447333,Other,1749,458,64666,4559.583333,54030,0.245083165,350.8261696,0.21182334,0,61
25-04-2035,55,49955,627,Bachelor,30,26073,Rent,522,0.182083861,0.11110454,Other,4122,388,411703,4162.916667,383141,0.211978902,810.1463015,0.320003115,1,32.8
26-04-2035,34,52940,577,High School,10,85378,Rent,291,0.300512583,0.307241009,Home,2810,755,114826,4411.666667,86638,0.339808619,2542.272755,0.642222763,0,58
27-04-2035,23,44828,547,High School,1,17332,Own,226,0.650399058,0.150300112,Auto,3370,453,110806,3735.666667,99009,0.240481428,499.0908252,0.194099445,0,51
28-04-2035,33,47625,453,Associate,12,58425,Mortgage,708,0.0402403,0.491644461,Education,2149,778,191102,3968.75,180908,0.319665243,2543.580463,0.819295865,0,52
29-04-2035,47,36774,504,High School,25,41194,Own,383,0.176852891,0.279098647,Education,5161,1818,48149,3064.5,42055,0.259138353,1657.841609,0.665962346,0,52
30-04-2035,56,43756,520,Master,33,23271,Other,622,0.300939794,0.035394163,Auto,10968,1729,221400,3646.333333,7422,0.216229663,884.19743,0.413071788,0,54
01-05-2035,41,45604,658,Master,21,28764,Mortgage,287,0.032138977,0.227440341,Home,13465,459,40389,3800.333333,34076,0.177606729,841.3495485,0.296908047,1,36.8
02-05-2035,55,74609,632,Associate,33,32145,Rent,263,0.220101422,0.339308381,Education,14645,1577,217462,6217.416667,177318,0.210550471,1211.973753,0.237232573,0,50
03-05-2035,23,52483,508,High School,2,26177,Rent,231,0.383873144,0.086147356,Debt Consolidation,2768,5897,14713,4373.583333,5464,0.321115665,881.1779822,0.254294453,0,56
04-05-2035,34,15000,583,Associate,9,18797,Mortgage,201,0.198407073,0.085242996,Auto,2604,204,79597,1250,57832,0.201625138,1742.713148,1.554970518,0,51
05-05-2035,36,25423,499,High School,15,14196,Other,197,0.198371439,0.103657573,Education,1482,470,71705,2118.583333,2789,0.227767043,547.87241,0.351589856,0,51
06-05-2035,38,19316,611,Associate,15,29206,Rent,278,0.182646717,0.308883926,Education,17259,457,78890,1609.666667,69549,0.210652416,1501.705399,1.10563599,0,55
07-05-2035,41,27518,533,High School,20,14415,Mortgage,456,0.551928299,0.118592039,Home,3890,384,102923,2293.166667,4515,0.237832157,563.9021015,0.444757076,0,53
08-05-2035,48,33884,572,Bachelor,22,21312,Own,490,0.090365035,0.187013893,Home,2001,3508,46755,2823.666667,41799,0.197932736,1972.118615,0.871957956,0,50
09-05-2035,34,38845,514,High School,15,23318,Mortgage,86,0.329540615,0.393734826,Home,1379,7912,217689,3237.083333,200669,0.313054549,773.2207285,0.265430525,0,55
10-05-2035,41,60858,564,Bachelor,18,15902,Own,360,0.193008467,0.068709778,Debt Consolidation,5681,744,73044,5071.5,61560,0.225643574,505.8944826,0.170737352,1,40
11-05-2035,39,178649,444,High School,19,18474,Rent,413,0.266283556,0.35765484,Auto,6418,2032,204563,14887.41667,192664,0.271817341,635.2382429,0.070411023,1,38.4
12-05-2035,28,61667,587,Bachelor,7,12411,Mortgage,402,0.368713951,0.367352619,Home,680,727,26127,5138.916667,10398,0.240119915,404.7036621,0.156979324,0,56
13-05-2035,38,65218,433,High School,15,17091,Mortgage,285,0.321405995,0.176833976,Home,3270,2681,36538,5434.833333,15387,0.333343446,527.5747916,0.149512366,0,51
14-05-2035,38,21917,514,Master,15,36912,Mortgage,230,0.567919594,0.418238415,Education,10190,1056,59268,1826.416667,20708,0.29016834,1547.161831,0.973031983,0,59
15-05-2035,38,82304,554,Bachelor,15,10260,Mortgage,435,0.112288508,0.142494127,Home,1827,1899,188618,3582.916667,181035,0.303900411,296.0598498,0.204040428,0,45
16-05-2035,40,20515,581,High School,17,14846,Mortgage,416,0.215958462,0.274470657,Home,50815,1345,68272,1709.583333,50699,0.281850498,390.7680483,0.471909168,0,56
17-05-2035,40,64162,485,Associate,19,19792,Mortgage,187,0.43844115,0.140729096,Auto,2839,29,218041,5346.833333,200215,0.292877121,631.7063275,0.153119852,0,49
18-05-2035,34,41807,498,High School,12,20905,Mortgage,294,0.620980547,0.295802411,Other,824,531,74310,3483.916667,9420,0.285059131,554.8558475,0.243649871,0,55
19-05-2035,55,47062,636,Bachelor,32,11422,Rent,328,0.222789796,0.460491828,Debt Consolidation,8631,308,874266,3921.833333,820714,0.185906918,573.4983679,0.229866568,1,47.2
20-05-2035,25,77538,562,High School,2,14261,Rent,490,0.640121027,0.836544374,Debt Consolidation,4101,930,126645,6461.5,99373,0.2739132,492.0721031,0.151988254,0,70
21-05-2035,31,40255,621,Associate,9,25650,Rent,520,0.159878859,0.390475386,Home,5307,909,87270,3354.583333,55742,0.195003054,1299.224451,0.542310108,0,53
22-05-2035,73,134051,588,Associate,49,14887,Mortgage,346,0.084855209,0.155492365,Home,2589,1744,250807,11170.91667,213536,0.171548321,1358.859256,0.152615878,1,45.6
23-05-2035,27,117212,515,Bachelor,4,42586,Rent,873,0.063515407,0.186645565,Education,11885,581,75361,9767.666667,69207,0.331265238,1241.155581,0.21644428,0,50
24-05-2035,23,33836,575,Associate,0,27392,Rent,579,0.075289008,0.344997217,Auto,2968,2419,72543,2819.666667,69900,0.206747638,1027.426946,0.569722289,0,64
25-05-2035,48,116257,508,Master,26,8479,Mortgage,713,0.304867552,0.075029206,Debt Consolidation,933,1993,86971,9688.083333,77049,0.229770157,443.9765134,0.119422643,1,37.6
26-05-2035,18,52446,559,Master,0,23848,Own,165,0.141002094,0.136754529,Debt Consolidation,3563,2384,149831,4370.5,76834,0.208091784,1223.21095,0.317632067,0,47
27-05-2035,37,40088,469,Doctorate,14,14775,Other,706,0.399156766,0.488130056,Debt Consolidation,2254,1177,22280,3340.666667,8849,0.287480756,466.7226325,0.351044492,0,57
28-05-2035,65,65496,596,High School,40,42780,Other,230,0.41065716,0.039666314,Education,2698,117,8713,5458,10358,0.24747521,1412.444403,0.300924222,0,54
29-05-2035,21,15675,568,Bachelor,0,12507,Other,593,0.326643438,0.42185602,Education,252,208,11056,1306.25,2982,0.199803307,636.433633,0.941193212,0,58
30-05-2035,18,23471,569,Associate,0,24494,Rent,518,0.136897527,0.113438347,Home,2033,971,64987,1955.916667,42051,0.26288449,737.5504124,0.641924287,0,51
31-05-2035,22,56407,544,Associate,0,11477,Mortgage,202,0.058549028,0.453458919,Education,5366,1374,92462,4700.583333,3913,0.203697839,428.6919577,0.134173126,1,44
01-06-2035,50,51185,549,Master,28,39320,Rent,481,0.468034732,0.028833988,Home,5456,594,40778,4265.416667,4684,0.261747387,1181.330248,0.389722829,0,54
02-06-2035,53,81682,585,High School,29,18115,Rent,272,0.063937303,0.460368386,Education,900,286,71019,6806.833333,29992,0.167283094,1649.839316,0.282339705,1,45.6
03-06-2035,33,28538,457,Associate,11,31495,Mortgage,280,0.248275977,0.381438207,Auto,5558,2469,122097,2378.166667,39527,0.260536417,1269.853231,0.651700847,0,60
04-06-2035,48,55024,576,Bachelor,25,20141,Mortgage,422,0.052904212,0.370970872,Auto,12347,435,45198,4585.333333,32336,0.2725692,693.4197761,0.243258166,0,53
05-06-2035,56,42536,606,High School,35,30097,Mortgage,504,0.100214415,0.133922214,Home,13720,774,17144,3544.666667,7667,0.1776776,880.4511159,0.390573006,0,50
06-06-2035,61,25946,666,Master,39,25254,Mortgage,265,0.308154952,0.216286102,Debt Consolidation,723,40,53174,2162.166667,24368,0.18628851,750.1604961,0.469510751,0,60
07-06-2035,37,49252,557,Associate,18,20188,Own,676,0.21611882,0.307042948,Debt Consolidation,478,2821,118223,4104.333333,91116,0.296237213,526.5895302,0.29300484,0,54
08-06-2035,18,54977,486,Bachelor,0,12965,Other,412,0.087183152,0.092323573,Home,3713,1025,837049,4581.416667,803236,0.311402006,399.6205748,0.177154936,1,32.8
09-06-2035,30,16857,570,Master,7,21169,Other,518,0.087221109,0.08658734,Auto,11220,552,88136,1404.75,61467,0.261605962,715.6756644,0.878217238,0,55
10-06-2035,34,15000,569,Bachelor,11,15421,Mortgage,243,0.255889271,0.272293943,Home,8515,1910,128588,1250,9429,0.24081156,503.4450335,0.597156027,0,55
11-06-2035,36,33751,600,Master,13,13597,Mortgage,397,0.309549464,0.084130296,Education,9799,4459,29102,2812.583333,28276,0.183844679,1249.062104,0.585249185,0,48
12-06-2035,37,97090,519,High School,16,18375,Own,319,0.724281252,0.231442418,Debt Consolidation,1774,403,345583,8090.833333,328709,0.296641518,548.8242649,0.107260183,1,39.2
13-06-2035,53,259353,599,Associate,29,28822,Mortgage,295,0.657767263,0.439607141,Debt Consolidation,4204,604,54427,21612.75,47562,0.188875127,1451.302468,0.080799642,1,44.8
14-06-2035,55,20370,584,Bachelor,31,31610,Mortgage,172,0.311321748,0.238244906,Auto,5354,4645,16269,1697.5,5250,0.227694917,886.91948,0.623811181,0,55
15-06-2035,37,135549,562,Bachelor,16,12538,Rent,320,0.313585749,0.322682989,Debt Consolidation,2068,1422,383172,11295.75,346619,0.245250871,313.5601698,0.056088367,1,36.8
